id_ocorrencia,data_ocorrencia,bairro,tipo_crime,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,sexo_suspeito,idade_suspeito,orgao_responsavel,status_investigacao,latitude,longitude
OCR101367,2024-01-29 19:48:16.961637,Tamarineira,Ameaça,Assalto a Mão Armada,Arma de Fogo,0,4,Feminino,33,Delegacia Torre,Em Investigação,-8.105056776863933,-34.945690666007394
OCR101368,2025-06-07 19:48:16.961639,Casa Forte,Sequestro,Estelionato Bancário,Nenhum,1,4,Não Informado,25,Delegacia Pina,Concluído,-8.135120358371143,-34.93767075604481
OCR101369,2024-07-10 19:48:16.961641,Casa Forte,Roubo,Emboscada,Arma de Fogo,4,2,Masculino,23,Delegacia Casa Forte,Concluído,-8.13455236051741,-34.919850608323166
OCR101370,2022-09-13 19:48:16.961643,Afogados,Latrocínio,Estelionato Bancário,Arma de Fogo,2,1,Feminino,60,Delegacia Pina,Arquivado,-8.056636941620559,-34.91526663206435
OCR101371,2024-01-27 19:48:16.961645,Espinheiro,Tráfico de Drogas,Golpe Telefônico,Explosivos,4,4,Feminino,66,Delegacia Santo Amaro,Arquivado,-8.12651588425137,-34.94688095384074
OCR101372,2022-12-04 19:48:16.961646,Pina,Homicídio,Invasão Residencial,Objeto Contundente,0,2,Feminino,53,Delegacia Afogados,Arquivado,-8.090054628799795,-34.90833306739048
OCR101373,2024-03-03 19:48:16.961648,Tamarineira,Ameaça,Golpe Telefônico,Faca,0,3,Não Informado,56,Delegacia Torre,Em Investigação,-8.055163131236883,-34.92904826727682
OCR101374,2023-05-08 19:48:16.961650,Pina,Homicídio,Fraude Online,Arma de Fogo,4,1,Masculino,43,Delegacia Casa Forte,Arquivado,-8.084766840727196,-34.87254075781729
OCR101375,2025-06-09 19:48:16.961652,Espinheiro,Estupro,Estelionato Bancário,Arma de Fogo,1,0,Não Informado,56,Delegacia Afogados,Arquivado,-8.13419418298775,-34.86240607922481
OCR101376,2023-10-18 19:48:16.961653,Afogados,Estupro,Golpe Telefônico,Objeto Contundente,3,3,Feminino,54,Delegacia Santo Amaro,Em Investigação,-8.100432370649054,-34.85134873759578
OCR101377,2025-01-23 19:48:16.961655,Graças,Estelionato,Golpe Telefônico,Arma de Fogo,4,0,Não Informado,26,Delegacia Boa Viagem,Arquivado,-8.08885524451233,-34.850558689981895
OCR101378,2024-05-16 19:48:16.961657,Boa Viagem,Furto,Estupro Coletivo,Objeto Contundente,0,3,Masculino,66,Delegacia Afogados,Concluído,-8.101243450396586,-34.85208391617435
OCR101379,2022-10-03 19:48:16.961659,Pina,Roubo,Estupro Coletivo,Explosivos,3,3,Não Informado,28,Delegacia Casa Forte,Em Investigação,-8.078415725458981,-34.93767819543711
OCR101380,2024-11-03 19:48:16.961661,Santo Amaro,Tráfico de Drogas,Uso de Arma de Fogo,Objeto Contundente,0,4,Feminino,35,Delegacia Afogados,Em Investigação,-8.138680984378743,-34.89969395540459
OCR101381,2025-01-05 19:48:16.961663,Graças,Sequestro,Emboscada,Objeto Contundente,4,2,Feminino,28,Delegacia Santo Amaro,Em Investigação,-8.067186441855817,-34.91493082978146
OCR101382,2024-06-14 19:48:16.961664,Torre,Roubo,Arrombamento,Objeto Contundente,3,4,Feminino,15,Delegacia Afogados,Em Investigação,-8.070701576713372,-34.921658925738654
OCR101383,2024-02-17 19:48:16.961667,Imbiribeira,Estupro,Assalto a Mão Armada,Objeto Contundente,1,2,Feminino,46,Delegacia Boa Viagem,Arquivado,-8.096650993417645,-34.919014228639
OCR101384,2022-12-29 19:48:16.961668,Boa Viagem,Latrocínio,Uso de Arma de Fogo,Nenhum,4,1,Feminino,15,Delegacia Boa Viagem,Arquivado,-8.089560134014079,-34.85521408990647
OCR101385,2024-04-09 19:48:16.961670,Afogados,Sequestro,Arrombamento,Objeto Contundente,3,4,Masculino,24,Delegacia Afogados,Concluído,-8.118472318953932,-34.85929930183513
OCR101386,2024-11-16 19:48:16.961672,Graças,Estupro,Invasão Residencial,Explosivos,1,4,Feminino,31,Delegacia Boa Viagem,Concluído,-8.059219172366396,-34.93134351771163
OCR101387,2024-10-14 19:48:16.961673,Espinheiro,Ameaça,Emboscada,Explosivos,3,1,Feminino,62,Delegacia Torre,Arquivado,-8.051854068076679,-34.905437694170935
OCR101388,2024-08-13 19:48:16.961675,Tamarineira,Latrocínio,Estelionato Bancário,Arma de Fogo,1,0,Não Informado,20,Delegacia Santo Amaro,Arquivado,-8.094375613373103,-34.9179136176121
OCR101389,2024-03-24 19:48:16.961677,Casa Forte,Sequestro,Estelionato Bancário,Objeto Contundente,1,1,Não Informado,43,Delegacia Afogados,Concluído,-8.05777551027651,-34.86728842616248
OCR101390,2023-06-15 19:48:16.961679,Afogados,Furto,Uso de Arma de Fogo,Objeto Contundente,1,3,Feminino,39,Delegacia Casa Forte,Arquivado,-8.095915302166668,-34.93939302259104
OCR101391,2023-04-02 19:48:16.961681,Torre,Estupro,Assalto a Mão Armada,Arma de Fogo,0,3,Não Informado,17,Delegacia Santo Amaro,Em Investigação,-8.092654052622793,-34.873402612189665
OCR101392,2023-09-16 19:48:16.961683,Boa Viagem,Homicídio,Invasão Residencial,Objeto Contundente,1,1,Não Informado,28,Delegacia Pina,Em Investigação,-8.124772696804898,-34.89359245610276
OCR101393,2024-11-19 19:48:16.961684,Pina,Homicídio,Emboscada,Explosivos,2,2,Não Informado,54,Delegacia Boa Viagem,Em Investigação,-8.11714261388107,-34.946883215038305
OCR101394,2024-09-14 19:48:16.961686,Torre,Furto,Estupro Coletivo,Arma de Fogo,3,4,Masculino,67,Delegacia Pina,Arquivado,-8.127853053640052,-34.92598159277502
OCR101395,2022-12-05 19:48:16.961688,Santo Amaro,Estelionato,Assalto a Mão Armada,Nenhum,2,0,Masculino,35,Delegacia Afogados,Em Investigação,-8.075119245769232,-34.915215955045916
OCR101396,2025-08-21 19:48:16.961690,Graças,Roubo,Emboscada,Explosivos,1,3,Não Informado,39,Delegacia Santo Amaro,Em Investigação,-8.094515082828305,-34.860595126644796
OCR101397,2022-11-15 19:48:16.961691,Casa Forte,Estelionato,Estupro Coletivo,Arma de Fogo,3,4,Feminino,69,Delegacia Boa Viagem,Em Investigação,-8.109611415427787,-34.89117698330259
OCR101398,2025-01-21 19:48:16.961693,Torre,Ameaça,Crime Cibernético,Explosivos,1,4,Masculino,49,Delegacia Santo Amaro,Em Investigação,-8.148528785478012,-34.892882654455356
OCR101399,2023-12-07 19:48:16.961695,Imbiribeira,Estelionato,Golpe Telefônico,Nenhum,1,4,Não Informado,34,Delegacia Torre,Concluído,-8.095144007220492,-34.88755489397562
OCR101400,2023-09-24 19:48:16.961697,Espinheiro,Violência Doméstica,Emboscada,Objeto Contundente,2,1,Não Informado,67,Delegacia Boa Viagem,Arquivado,-8.067410670237058,-34.894208505593255
OCR101401,2023-10-17 19:48:16.961699,Imbiribeira,Roubo,Invasão Residencial,Nenhum,4,3,Não Informado,37,Delegacia Santo Amaro,Em Investigação,-8.075079803345576,-34.87311149170182
OCR101402,2024-10-19 19:48:16.961701,Torre,Furto,Estelionato Bancário,Arma de Fogo,0,2,Feminino,44,Delegacia Casa Forte,Arquivado,-8.127515123388113,-34.89230711726085
OCR101403,2025-06-19 19:48:16.961702,Boa Viagem,Roubo,Arrombamento,Faca,3,1,Masculino,55,Delegacia Afogados,Arquivado,-8.13741969325607,-34.921109739043615
OCR101404,2022-09-14 19:48:16.961704,Pina,Sequestro,Golpe Telefônico,Arma de Fogo,3,4,Feminino,63,Delegacia Pina,Arquivado,-8.12651707617986,-34.87758241271939
OCR101405,2024-07-31 19:48:16.961708,Espinheiro,Ameaça,Fraude Online,Nenhum,1,0,Masculino,62,Delegacia Boa Viagem,Arquivado,-8.146705544780492,-34.866060417560966
OCR101406,2025-07-27 19:48:16.961710,Santo Amaro,Tráfico de Drogas,Arrombamento,Arma de Fogo,3,4,Feminino,17,Delegacia Pina,Concluído,-8.103853632183554,-34.915855086490566
OCR101407,2023-09-28 19:48:16.961712,Afogados,Latrocínio,Crime Cibernético,Explosivos,3,3,Masculino,25,Delegacia Pina,Em Investigação,-8.13631803530302,-34.927443928009076
OCR101408,2025-01-29 19:48:16.961713,Torre,Violência Doméstica,Fraude Online,Explosivos,4,1,Não Informado,54,Delegacia Boa Viagem,Arquivado,-8.065390660263668,-34.93958271341541
OCR101409,2024-02-12 19:48:16.961715,Imbiribeira,Homicídio,Estupro Coletivo,Objeto Contundente,1,3,Feminino,67,Delegacia Casa Forte,Concluído,-8.051196363481992,-34.90911217116132
OCR101410,2024-09-21 19:48:16.961717,Torre,Furto,Arrombamento,Nenhum,3,2,Não Informado,15,Delegacia Boa Viagem,Concluído,-8.095716495549537,-34.87416423884954
OCR101411,2023-02-13 19:48:16.961719,Boa Viagem,Homicídio,Crime Cibernético,Objeto Contundente,2,2,Feminino,41,Delegacia Torre,Arquivado,-8.055765355042443,-34.92687326521909
OCR101412,2024-05-04 19:48:16.961720,Tamarineira,Homicídio,Crime Cibernético,Objeto Contundente,3,2,Não Informado,59,Delegacia Pina,Arquivado,-8.124568140664714,-34.88841885913915
OCR101413,2025-07-26 19:48:16.961722,Santo Amaro,Estupro,Emboscada,Explosivos,0,0,Não Informado,57,Delegacia Casa Forte,Concluído,-8.074491927368467,-34.94038364030944
OCR101414,2025-02-28 19:48:16.961724,Afogados,Latrocínio,Fraude Online,Faca,0,0,Feminino,59,Delegacia Torre,Em Investigação,-8.098273922484678,-34.9485862907395
OCR101415,2024-04-13 19:48:16.961726,Afogados,Tráfico de Drogas,Estupro Coletivo,Objeto Contundente,3,0,Feminino,68,Delegacia Casa Forte,Em Investigação,-8.056273741680338,-34.874871320595155
OCR101416,2024-09-09 19:48:16.961728,Tamarineira,Tráfico de Drogas,Emboscada,Explosivos,0,2,Masculino,62,Delegacia Boa Viagem,Concluído,-8.077106331249976,-34.9176988598383
OCR101417,2025-06-01 19:48:16.961730,Casa Forte,Estupro,Golpe Telefônico,Faca,4,2,Não Informado,42,Delegacia Boa Viagem,Arquivado,-8.135791459386256,-34.879098352206945
OCR101418,2024-06-26 19:48:16.961732,Pina,Ameaça,Fraude Online,Faca,0,3,Não Informado,23,Delegacia Torre,Arquivado,-8.09294516264662,-34.93943496145339
OCR101419,2023-09-30 19:48:16.961733,Pina,Estelionato,Assalto a Mão Armada,Explosivos,4,0,Não Informado,56,Delegacia Casa Forte,Arquivado,-8.139415500524121,-34.862780441723835
OCR101420,2024-09-06 19:48:16.961735,Imbiribeira,Roubo,Emboscada,Objeto Contundente,4,3,Masculino,32,Delegacia Pina,Concluído,-8.109006653591214,-34.87442003842026
OCR101421,2024-08-11 19:48:16.961737,Santo Amaro,Homicídio,Fraude Online,Arma de Fogo,4,2,Não Informado,41,Delegacia Boa Viagem,Arquivado,-8.122217705786056,-34.931563595835215
OCR101422,2024-03-07 19:48:16.961739,Torre,Latrocínio,Arrombamento,Faca,2,0,Masculino,37,Delegacia Afogados,Concluído,-8.122827387123671,-34.89108071765897
OCR101423,2022-10-24 19:48:16.961741,Boa Viagem,Latrocínio,Arrombamento,Nenhum,0,4,Masculino,23,Delegacia Afogados,Em Investigação,-8.113185945923991,-34.93820612944479
OCR101424,2025-07-30 19:48:16.961743,Casa Forte,Estelionato,Estupro Coletivo,Faca,0,1,Masculino,39,Delegacia Santo Amaro,Arquivado,-8.106641899182524,-34.93194534750622
OCR101425,2024-10-30 19:48:16.961745,Boa Viagem,Violência Doméstica,Fraude Online,Arma de Fogo,2,0,Masculino,53,Delegacia Boa Viagem,Em Investigação,-8.127718730583158,-34.939651789291055
OCR101426,2022-09-15 19:48:16.961746,Espinheiro,Latrocínio,Golpe Telefônico,Arma de Fogo,2,3,Masculino,14,Delegacia Casa Forte,Em Investigação,-8.14400914034012,-34.87579654809065
OCR101427,2024-01-08 19:48:16.961748,Pina,Estupro,Golpe Telefônico,Nenhum,2,4,Masculino,45,Delegacia Torre,Em Investigação,-8.119240589392437,-34.893483464496796
OCR101428,2022-09-28 19:48:16.961750,Espinheiro,Violência Doméstica,Invasão Residencial,Nenhum,1,1,Não Informado,68,Delegacia Afogados,Em Investigação,-8.100458975463619,-34.88233905464557
OCR101429,2025-06-16 19:48:16.961752,Graças,Furto,Estupro Coletivo,Nenhum,3,0,Não Informado,46,Delegacia Boa Viagem,Concluído,-8.147348180789944,-34.941636404477165
OCR101430,2024-12-20 19:48:16.961754,Afogados,Violência Doméstica,Estelionato Bancário,Objeto Contundente,4,4,Masculino,25,Delegacia Torre,Concluído,-8.13777041398503,-34.872683314572924
OCR101431,2024-05-27 19:48:16.961755,Afogados,Estupro,Fraude Online,Explosivos,3,4,Feminino,57,Delegacia Casa Forte,Arquivado,-8.091545781301942,-34.92773026785839
OCR101432,2022-12-12 19:48:16.961757,Pina,Latrocínio,Estelionato Bancário,Faca,0,3,Não Informado,16,Delegacia Casa Forte,Arquivado,-8.142364722359751,-34.906564316139146
OCR101433,2022-09-20 19:48:16.961759,Espinheiro,Violência Doméstica,Uso de Arma de Fogo,Nenhum,3,2,Não Informado,38,Delegacia Santo Amaro,Concluído,-8.106285599012496,-34.90679235133786
OCR101434,2025-07-16 19:48:16.961761,Tamarineira,Homicídio,Invasão Residencial,Arma de Fogo,4,3,Masculino,58,Delegacia Boa Viagem,Em Investigação,-8.09006705392435,-34.93803381764674
OCR101435,2024-03-15 19:48:16.961764,Santo Amaro,Sequestro,Uso de Arma de Fogo,Objeto Contundente,1,2,Masculino,36,Delegacia Pina,Concluído,-8.109958721946892,-34.86719387565023
OCR101436,2022-11-08 19:48:16.961767,Imbiribeira,Estelionato,Uso de Arma de Fogo,Explosivos,0,3,Feminino,22,Delegacia Casa Forte,Em Investigação,-8.11374078066519,-34.923382160453606
OCR101437,2024-04-17 19:48:16.961770,Tamarineira,Estelionato,Estelionato Bancário,Nenhum,3,2,Feminino,29,Delegacia Casa Forte,Arquivado,-8.10289672868772,-34.94122544292255
OCR101438,2025-08-05 19:48:16.961774,Santo Amaro,Furto,Golpe Telefônico,Explosivos,1,0,Masculino,61,Delegacia Santo Amaro,Arquivado,-8.078487728871027,-34.87183070582496
OCR101439,2023-11-26 19:48:16.961778,Santo Amaro,Tráfico de Drogas,Uso de Arma de Fogo,Nenhum,1,2,Masculino,30,Delegacia Afogados,Arquivado,-8.10064401543372,-34.865233654262525
OCR101440,2024-09-24 19:48:16.961782,Boa Viagem,Furto,Uso de Arma de Fogo,Arma de Fogo,4,2,Masculino,53,Delegacia Santo Amaro,Arquivado,-8.105111332846732,-34.94426646007591
OCR101441,2025-02-05 19:48:16.961785,Torre,Estelionato,Estupro Coletivo,Faca,2,2,Não Informado,45,Delegacia Casa Forte,Arquivado,-8.054504923490587,-34.87199247307976
OCR101442,2025-01-21 19:48:16.961786,Boa Viagem,Roubo,Invasão Residencial,Explosivos,1,4,Feminino,57,Delegacia Afogados,Em Investigação,-8.06277677749513,-34.92755987250668
OCR101443,2025-05-28 19:48:16.961788,Afogados,Estelionato,Golpe Telefônico,Faca,1,4,Não Informado,36,Delegacia Casa Forte,Arquivado,-8.06975510604245,-34.88077449450249
OCR101444,2023-03-21 19:48:16.961790,Espinheiro,Estelionato,Invasão Residencial,Explosivos,4,3,Masculino,57,Delegacia Santo Amaro,Em Investigação,-8.100233122500946,-34.89327670473616
OCR101445,2023-04-20 19:48:16.961792,Espinheiro,Furto,Arrombamento,Nenhum,3,0,Não Informado,56,Delegacia Torre,Concluído,-8.123965361449931,-34.947029485667294
OCR101446,2023-09-25 19:48:16.961793,Imbiribeira,Estupro,Estupro Coletivo,Faca,0,3,Não Informado,58,Delegacia Torre,Arquivado,-8.054656286711424,-34.948017774433424
OCR101447,2023-05-06 19:48:16.961795,Afogados,Homicídio,Uso de Arma de Fogo,Objeto Contundente,3,4,Masculino,62,Delegacia Casa Forte,Em Investigação,-8.09210005800098,-34.94648173356456
OCR101448,2025-08-03 19:48:16.961797,Graças,Tráfico de Drogas,Golpe Telefônico,Arma de Fogo,4,3,Feminino,25,Delegacia Boa Viagem,Em Investigação,-8.064521779629427,-34.90157979337823
OCR101449,2023-02-11 19:48:16.961799,Tamarineira,Violência Doméstica,Estelionato Bancário,Explosivos,0,4,Feminino,67,Delegacia Pina,Arquivado,-8.145075382878412,-34.92562059018893
OCR101450,2024-11-14 19:48:16.961801,Torre,Furto,Estupro Coletivo,Faca,4,0,Feminino,68,Delegacia Pina,Concluído,-8.093745408599785,-34.93566168102487
OCR101451,2024-09-13 19:48:16.961802,Graças,Violência Doméstica,Golpe Telefônico,Nenhum,4,4,Feminino,61,Delegacia Santo Amaro,Arquivado,-8.129127447375575,-34.89207325921687
OCR101452,2023-02-05 19:48:16.961804,Casa Forte,Ameaça,Assalto a Mão Armada,Faca,0,4,Não Informado,50,Delegacia Casa Forte,Em Investigação,-8.124182867586187,-34.87734784599777
OCR101453,2023-10-24 19:48:16.961806,Espinheiro,Sequestro,Golpe Telefônico,Explosivos,4,3,Masculino,59,Delegacia Casa Forte,Em Investigação,-8.13670121888559,-34.88198572556763
OCR101454,2024-03-29 19:48:16.961808,Espinheiro,Roubo,Golpe Telefônico,Objeto Contundente,0,0,Masculino,67,Delegacia Boa Viagem,Em Investigação,-8.11592407876476,-34.93093169726601
OCR101455,2023-01-07 19:48:16.961810,Torre,Homicídio,Fraude Online,Objeto Contundente,2,4,Não Informado,29,Delegacia Torre,Arquivado,-8.149943183897305,-34.916972278906734
OCR101456,2022-09-21 19:48:16.961812,Pina,Latrocínio,Uso de Arma de Fogo,Explosivos,1,3,Não Informado,40,Delegacia Boa Viagem,Concluído,-8.123157759702634,-34.94540799852996
OCR101457,2024-12-24 19:48:16.961813,Pina,Estupro,Fraude Online,Nenhum,2,1,Não Informado,44,Delegacia Pina,Arquivado,-8.119137398182335,-34.90847918988467
OCR101458,2024-09-30 19:48:16.961815,Afogados,Tráfico de Drogas,Arrombamento,Faca,3,2,Masculino,14,Delegacia Torre,Arquivado,-8.095219814452072,-34.86869180426088
OCR101459,2023-10-14 19:48:16.961817,Pina,Latrocínio,Estelionato Bancário,Explosivos,4,2,Masculino,60,Delegacia Afogados,Em Investigação,-8.097877268012285,-34.91609172346281
OCR101460,2023-09-22 19:48:16.961819,Imbiribeira,Estupro,Uso de Arma de Fogo,Objeto Contundente,3,1,Masculino,54,Delegacia Boa Viagem,Arquivado,-8.1385207780186,-34.94249422558693
OCR101461,2023-02-05 19:48:16.961821,Torre,Ameaça,Estelionato Bancário,Nenhum,1,3,Não Informado,52,Delegacia Torre,Em Investigação,-8.107604392099416,-34.868450515311984
OCR101462,2022-09-04 19:48:16.961823,Casa Forte,Tráfico de Drogas,Crime Cibernético,Explosivos,2,0,Feminino,42,Delegacia Torre,Arquivado,-8.144902645537623,-34.92827045303199
OCR101463,2024-05-21 19:48:16.961824,Imbiribeira,Estelionato,Uso de Arma de Fogo,Faca,0,0,Feminino,60,Delegacia Pina,Arquivado,-8.12629653825369,-34.85658486699188
OCR101464,2022-12-29 19:48:16.961826,Espinheiro,Tráfico de Drogas,Arrombamento,Nenhum,3,2,Não Informado,23,Delegacia Torre,Concluído,-8.079692110493502,-34.93448510224176
OCR101465,2024-05-04 19:48:16.961828,Boa Viagem,Estelionato,Estelionato Bancário,Objeto Contundente,2,1,Feminino,39,Delegacia Santo Amaro,Arquivado,-8.099827156519215,-34.9251863313
OCR101466,2025-05-14 19:48:16.961830,Afogados,Sequestro,Estelionato Bancário,Explosivos,0,2,Feminino,38,Delegacia Casa Forte,Em Investigação,-8.135439715385326,-34.91813554010779
OCR101467,2024-02-12 19:48:16.961831,Casa Forte,Tráfico de Drogas,Crime Cibernético,Nenhum,1,3,Masculino,31,Delegacia Santo Amaro,Concluído,-8.065203952026913,-34.94591340230816
OCR101468,2024-06-23 19:48:16.961833,Santo Amaro,Tráfico de Drogas,Uso de Arma de Fogo,Arma de Fogo,3,3,Masculino,33,Delegacia Santo Amaro,Arquivado,-8.066942992406787,-34.87191452750984
OCR101469,2023-02-02 19:48:16.961835,Graças,Latrocínio,Estupro Coletivo,Objeto Contundente,2,3,Feminino,68,Delegacia Boa Viagem,Em Investigação,-8.085701590222595,-34.88913018504802
OCR101470,2023-07-28 19:48:16.961837,Boa Viagem,Ameaça,Invasão Residencial,Explosivos,2,4,Feminino,14,Delegacia Afogados,Em Investigação,-8.128643702884354,-34.92127843066463
OCR101471,2023-02-09 19:48:16.961838,Afogados,Latrocínio,Estelionato Bancário,Objeto Contundente,1,1,Não Informado,54,Delegacia Santo Amaro,Em Investigação,-8.064387235322382,-34.89336784887141
OCR101472,2025-06-15 19:48:16.961841,Casa Forte,Sequestro,Crime Cibernético,Objeto Contundente,3,4,Masculino,40,Delegacia Pina,Em Investigação,-8.092556869510144,-34.86527965240597
OCR101473,2023-10-27 19:48:16.961843,Imbiribeira,Sequestro,Invasão Residencial,Nenhum,3,0,Feminino,54,Delegacia Pina,Arquivado,-8.08891719745298,-34.9466731986693
OCR101474,2023-05-19 19:48:16.961844,Afogados,Estelionato,Arrombamento,Objeto Contundente,2,4,Não Informado,50,Delegacia Casa Forte,Arquivado,-8.086082340397402,-34.87700526470369
OCR101475,2025-03-28 19:48:16.961846,Santo Amaro,Furto,Uso de Arma de Fogo,Arma de Fogo,1,4,Não Informado,47,Delegacia Santo Amaro,Em Investigação,-8.081821854658827,-34.908456552583985
OCR101476,2025-08-09 19:48:16.961848,Graças,Tráfico de Drogas,Estupro Coletivo,Faca,3,1,Não Informado,44,Delegacia Torre,Arquivado,-8.146198993179954,-34.88434343441288
OCR101477,2024-07-12 19:48:16.961850,Graças,Latrocínio,Arrombamento,Faca,4,0,Não Informado,60,Delegacia Torre,Concluído,-8.121253933170971,-34.88404578176412
OCR101478,2023-11-01 19:48:16.961851,Torre,Furto,Crime Cibernético,Faca,0,3,Feminino,38,Delegacia Torre,Em Investigação,-8.070875789396215,-34.916293079510446
OCR101479,2023-11-16 19:48:16.961853,Santo Amaro,Roubo,Crime Cibernético,Arma de Fogo,1,2,Não Informado,69,Delegacia Santo Amaro,Concluído,-8.122866528662573,-34.899738735247404
OCR101480,2025-06-01 19:48:16.961855,Boa Viagem,Violência Doméstica,Assalto a Mão Armada,Arma de Fogo,2,0,Masculino,50,Delegacia Pina,Em Investigação,-8.128833322179364,-34.935493877090956
OCR101481,2022-12-12 19:48:16.961857,Torre,Furto,Crime Cibernético,Explosivos,0,2,Feminino,49,Delegacia Boa Viagem,Em Investigação,-8.09653640995935,-34.94499580617706
OCR101482,2023-09-18 19:48:16.961859,Torre,Ameaça,Arrombamento,Explosivos,0,0,Não Informado,49,Delegacia Torre,Arquivado,-8.093971185723927,-34.94337383396189
OCR101483,2023-02-18 19:48:16.961860,Pina,Estupro,Fraude Online,Explosivos,4,2,Não Informado,65,Delegacia Casa Forte,Em Investigação,-8.070418303902546,-34.86370378185292
OCR101484,2023-07-22 19:48:16.961862,Santo Amaro,Violência Doméstica,Fraude Online,Explosivos,0,4,Feminino,35,Delegacia Afogados,Concluído,-8.08771653857039,-34.89498372668684
OCR101485,2024-12-23 19:48:16.961864,Imbiribeira,Homicídio,Estelionato Bancário,Arma de Fogo,4,2,Feminino,33,Delegacia Pina,Concluído,-8.129044994685977,-34.922245685110624
OCR101486,2024-07-04 19:48:16.961866,Santo Amaro,Tráfico de Drogas,Golpe Telefônico,Explosivos,2,1,Masculino,26,Delegacia Torre,Arquivado,-8.09229247455792,-34.92940127186565
OCR101487,2024-11-30 19:48:16.961868,Espinheiro,Furto,Arrombamento,Arma de Fogo,4,0,Feminino,31,Delegacia Casa Forte,Concluído,-8.112137699282254,-34.89852435672187
OCR101488,2025-01-14 19:48:16.961869,Tamarineira,Estupro,Assalto a Mão Armada,Faca,4,1,Feminino,64,Delegacia Santo Amaro,Arquivado,-8.123807722976313,-34.91243680065394
OCR101489,2025-02-27 19:48:16.961871,Imbiribeira,Latrocínio,Arrombamento,Nenhum,3,3,Não Informado,59,Delegacia Afogados,Arquivado,-8.06648970629214,-34.8847446046669
OCR101490,2024-09-15 19:48:16.961873,Afogados,Homicídio,Estupro Coletivo,Objeto Contundente,3,0,Masculino,57,Delegacia Boa Viagem,Arquivado,-8.11153955391553,-34.916793021638476
OCR101491,2024-01-20 19:48:16.961875,Casa Forte,Latrocínio,Fraude Online,Explosivos,4,1,Não Informado,59,Delegacia Pina,Arquivado,-8.114895168050374,-34.87580592776847
OCR101492,2023-04-13 19:48:16.961876,Santo Amaro,Roubo,Estelionato Bancário,Explosivos,1,4,Não Informado,32,Delegacia Pina,Arquivado,-8.075612195325665,-34.87108500443791
OCR101493,2024-04-26 19:48:16.961878,Torre,Latrocínio,Assalto a Mão Armada,Arma de Fogo,0,3,Masculino,53,Delegacia Torre,Concluído,-8.12283535684463,-34.909071521327384
OCR101494,2023-02-01 19:48:16.961880,Afogados,Tráfico de Drogas,Emboscada,Nenhum,1,3,Feminino,40,Delegacia Boa Viagem,Em Investigação,-8.086437727364526,-34.92234753313696
OCR101495,2024-04-27 19:48:16.961882,Casa Forte,Furto,Estupro Coletivo,Nenhum,1,4,Feminino,62,Delegacia Afogados,Em Investigação,-8.133231197958198,-34.898809253468166
OCR101496,2023-04-11 19:48:16.961884,Boa Viagem,Sequestro,Emboscada,Objeto Contundente,1,1,Feminino,16,Delegacia Boa Viagem,Em Investigação,-8.149850060313556,-34.86405218586623
OCR101497,2024-01-05 19:48:16.961886,Espinheiro,Sequestro,Estupro Coletivo,Nenhum,0,0,Feminino,34,Delegacia Casa Forte,Concluído,-8.09432019098271,-34.93052543122178
OCR101498,2023-03-06 19:48:16.961888,Santo Amaro,Roubo,Fraude Online,Nenhum,0,3,Masculino,15,Delegacia Afogados,Em Investigação,-8.109583166827663,-34.90333106220107
OCR101499,2025-01-13 19:48:16.961890,Boa Viagem,Estupro,Arrombamento,Faca,1,3,Feminino,20,Delegacia Afogados,Arquivado,-8.057139659146753,-34.88373460475961
OCR101500,2022-09-21 19:48:16.961891,Santo Amaro,Tráfico de Drogas,Invasão Residencial,Nenhum,4,2,Feminino,37,Delegacia Casa Forte,Arquivado,-8.065665725744632,-34.92013491724957
OCR101501,2025-02-03 19:48:16.961893,Boa Viagem,Violência Doméstica,Assalto a Mão Armada,Arma de Fogo,3,2,Feminino,34,Delegacia Boa Viagem,Arquivado,-8.057451394288682,-34.93858097229037
OCR101502,2023-09-30 19:48:16.961896,Casa Forte,Homicídio,Assalto a Mão Armada,Explosivos,1,2,Não Informado,34,Delegacia Torre,Concluído,-8.087565550374167,-34.91517445317313
OCR101503,2025-05-19 19:48:16.961897,Espinheiro,Furto,Fraude Online,Faca,2,2,Não Informado,40,Delegacia Afogados,Arquivado,-8.133049269623053,-34.927396620347665
OCR101504,2024-06-11 19:48:16.961899,Tamarineira,Furto,Golpe Telefônico,Faca,1,3,Feminino,67,Delegacia Torre,Arquivado,-8.139023056137875,-34.9413868014499
OCR101505,2025-02-01 19:48:16.961901,Tamarineira,Roubo,Fraude Online,Explosivos,4,4,Não Informado,37,Delegacia Pina,Concluído,-8.088191317981773,-34.8938231509937
OCR101506,2023-04-02 19:48:16.961903,Pina,Estupro,Emboscada,Faca,2,2,Não Informado,30,Delegacia Afogados,Concluído,-8.087083730456506,-34.89594511261089
OCR101507,2024-01-18 19:48:16.961905,Tamarineira,Roubo,Uso de Arma de Fogo,Explosivos,1,3,Feminino,59,Delegacia Torre,Em Investigação,-8.134627719712324,-34.904993016422736
OCR101508,2025-07-26 19:48:16.961907,Graças,Furto,Arrombamento,Nenhum,3,2,Não Informado,55,Delegacia Santo Amaro,Em Investigação,-8.102731049242092,-34.91903295929707
