data_ocorrencia,bairro,tipo_crime,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,sexo_suspeito,idade_suspeito,orgao_responsavel,ano,mes,dia,hora,minuto,segundo,dia_semana_num,dia_semana_nome,estacao
2024-06-19 19:48:16.959671,Torre,Latrocínio,Invasão Residencial,Faca,0,4,Feminino,44,Delegacia Afogados,2024,6,19,19,48,16,2,Wednesday,Inverno
2022-09-08 19:48:16.959673,Pina,Tráfico de Drogas,Emboscada,Objeto Contundente,0,2,Feminino,56,Delegacia Pina,2022,9,8,19,48,16,3,Thursday,Primavera
2024-05-31 19:48:16.959674,Santo Amaro,Ameaça,Crime Cibernético,Arma de Fogo,0,0,Não Informado,69,Delegacia Afogados,2024,5,31,19,48,16,4,Friday,Outono
2023-12-29 19:48:16.959676,Casa Forte,Violência Doméstica,Invasão Residencial,Faca,2,4,Não Informado,47,Delegacia Afogados,2023,12,29,19,48,16,4,Friday,Verão
2024-05-10 19:48:16.959678,Tamarineira,Tráfico de Drogas,Arrombamento,Explosivos,4,3,Feminino,52,Delegacia Afogados,2024,5,10,19,48,16,4,Friday,Outono
2023-05-08 19:48:16.959680,Torre,Latrocínio,Emboscada,Nenhum,0,3,Masculino,32,Delegacia Afogados,2023,5,8,19,48,16,0,Monday,Outono
2023-03-23 19:48:16.959682,Santo Amaro,Sequestro,Uso de Arma de Fogo,Faca,4,3,Feminino,15,Delegacia Pina,2023,3,23,19,48,16,3,Thursday,Outono
2025-07-28 19:48:16.959685,Tamarineira,Ameaça,Estelionato Bancário,Nenhum,3,1,Feminino,69,Delegacia Afogados,2025,7,28,19,48,16,0,Monday,Inverno
2023-11-08 19:48:16.959688,Pina,Sequestro,Invasão Residencial,Objeto Contundente,1,4,Não Informado,21,Delegacia Casa Forte,2023,11,8,19,48,16,2,Wednesday,Primavera
2023-07-05 19:48:16.959691,Espinheiro,Estupro,Assalto a Mão Armada,Objeto Contundente,3,0,Não Informado,22,Delegacia Torre,2023,7,5,19,48,16,2,Wednesday,Inverno
2024-11-02 19:48:16.959694,Imbiribeira,Estelionato,Crime Cibernético,Nenhum,0,2,Feminino,33,Delegacia Afogados,2024,11,2,19,48,16,5,Saturday,Primavera
2023-09-27 19:48:16.959697,Imbiribeira,Latrocínio,Crime Cibernético,Faca,3,1,Não Informado,39,Delegacia Santo Amaro,2023,9,27,19,48,16,2,Wednesday,Primavera
2024-11-21 19:48:16.959700,Casa Forte,Ameaça,Invasão Residencial,Explosivos,4,4,Não Informado,55,Delegacia Pina,2024,11,21,19,48,16,3,Thursday,Primavera
2023-02-22 19:48:16.959704,Pina,Estelionato,Assalto a Mão Armada,Arma de Fogo,3,4,Feminino,61,Delegacia Afogados,2023,2,22,19,48,16,2,Wednesday,Verão
2023-11-14 19:48:16.959709,Santo Amaro,Roubo,Fraude Online,Faca,3,4,Feminino,50,Delegacia Pina,2023,11,14,19,48,16,1,Tuesday,Primavera
2024-12-05 19:48:16.959710,Espinheiro,Homicídio,Golpe Telefônico,Objeto Contundente,2,4,Não Informado,59,Delegacia Santo Amaro,2024,12,5,19,48,16,3,Thursday,Verão
2022-09-18 19:48:16.959713,Afogados,Tráfico de Drogas,Crime Cibernético,Nenhum,3,1,Feminino,16,Delegacia Afogados,2022,9,18,19,48,16,6,Sunday,Primavera
2024-04-15 19:48:16.959715,Graças,Ameaça,Invasão Residencial,Objeto Contundente,1,3,Masculino,60,Delegacia Santo Amaro,2024,4,15,19,48,16,0,Monday,Outono
2023-09-09 19:48:16.959717,Pina,Sequestro,Invasão Residencial,Objeto Contundente,2,1,Masculino,24,Delegacia Santo Amaro,2023,9,9,19,48,16,5,Saturday,Primavera
2024-05-22 19:48:16.959719,Espinheiro,Latrocínio,Arrombamento,Explosivos,3,3,Masculino,28,Delegacia Torre,2024,5,22,19,48,16,2,Wednesday,Outono
2024-03-19 19:48:16.959721,Graças,Violência Doméstica,Assalto a Mão Armada,Explosivos,3,4,Não Informado,28,Delegacia Torre,2024,3,19,19,48,16,1,Tuesday,Outono
2025-06-05 19:48:16.959723,Santo Amaro,Sequestro,Crime Cibernético,Objeto Contundente,2,2,Não Informado,20,Delegacia Torre,2025,6,5,19,48,16,3,Thursday,Inverno
2022-09-30 19:48:16.959724,Imbiribeira,Tráfico de Drogas,Estupro Coletivo,Nenhum,0,4,Masculino,60,Delegacia Afogados,2022,9,30,19,48,16,4,Friday,Primavera
2025-02-08 19:48:16.959726,Espinheiro,Violência Doméstica,Fraude Online,Nenhum,3,1,Feminino,34,Delegacia Boa Viagem,2025,2,8,19,48,16,5,Saturday,Verão
2024-09-25 19:48:16.959728,Boa Viagem,Latrocínio,Assalto a Mão Armada,Explosivos,1,1,Não Informado,40,Delegacia Pina,2024,9,25,19,48,16,2,Wednesday,Primavera
2022-10-31 19:48:16.959730,Tamarineira,Sequestro,Golpe Telefônico,Nenhum,3,0,Feminino,52,Delegacia Pina,2022,10,31,19,48,16,0,Monday,Primavera
2023-09-01 19:48:16.959732,Torre,Latrocínio,Golpe Telefônico,Nenhum,2,2,Feminino,44,Delegacia Pina,2023,9,1,19,48,16,4,Friday,Primavera
2024-11-16 19:48:16.959733,Boa Viagem,Violência Doméstica,Estelionato Bancário,Faca,2,3,Masculino,28,Delegacia Torre,2024,11,16,19,48,16,5,Saturday,Primavera
2023-08-19 19:48:16.959735,Pina,Furto,Emboscada,Faca,1,2,Feminino,18,Delegacia Torre,2023,8,19,19,48,16,5,Saturday,Inverno
2024-02-08 19:48:16.959737,Torre,Estelionato,Emboscada,Explosivos,0,2,Feminino,41,Delegacia Boa Viagem,2024,2,8,19,48,16,3,Thursday,Verão
2023-11-14 19:48:16.959739,Tamarineira,Roubo,Uso de Arma de Fogo,Arma de Fogo,1,4,Não Informado,30,Delegacia Casa Forte,2023,11,14,19,48,16,1,Tuesday,Primavera
2022-11-07 19:48:16.959741,Torre,Sequestro,Emboscada,Nenhum,4,2,Feminino,60,Delegacia Afogados,2022,11,7,19,48,16,0,Monday,Primavera
2025-05-03 19:48:16.959743,Santo Amaro,Latrocínio,Invasão Residencial,Faca,0,3,Feminino,37,Delegacia Afogados,2025,5,3,19,48,16,5,Saturday,Outono
2024-10-14 19:48:16.959744,Santo Amaro,Tráfico de Drogas,Estupro Coletivo,Explosivos,3,3,Não Informado,58,Delegacia Afogados,2024,10,14,19,48,16,0,Monday,Primavera
2024-08-30 19:48:16.959746,Imbiribeira,Estupro,Arrombamento,Nenhum,1,3,Não Informado,60,Delegacia Boa Viagem,2024,8,30,19,48,16,4,Friday,Inverno
2025-05-01 19:48:16.959748,Torre,Ameaça,Emboscada,Explosivos,3,4,Feminino,18,Delegacia Afogados,2025,5,1,19,48,16,3,Thursday,Outono
2025-01-06 19:48:16.959750,Tamarineira,Furto,Golpe Telefônico,Arma de Fogo,0,3,Feminino,15,Delegacia Boa Viagem,2025,1,6,19,48,16,0,Monday,Verão
2023-04-25 19:48:16.959751,Boa Viagem,Furto,Assalto a Mão Armada,Arma de Fogo,4,4,Feminino,63,Delegacia Casa Forte,2023,4,25,19,48,16,1,Tuesday,Outono
2023-05-10 19:48:16.959753,Afogados,Violência Doméstica,Fraude Online,Faca,4,3,Feminino,69,Delegacia Santo Amaro,2023,5,10,19,48,16,2,Wednesday,Outono
2025-07-25 19:48:16.959755,Torre,Sequestro,Crime Cibernético,Objeto Contundente,3,2,Não Informado,29,Delegacia Casa Forte,2025,7,25,19,48,16,4,Friday,Inverno
2024-02-10 19:48:16.959757,Casa Forte,Tráfico de Drogas,Estupro Coletivo,Nenhum,3,2,Masculino,41,Delegacia Santo Amaro,2024,2,10,19,48,16,5,Saturday,Verão
2025-04-03 19:48:16.959759,Imbiribeira,Furto,Golpe Telefônico,Objeto Contundente,0,1,Não Informado,19,Delegacia Boa Viagem,2025,4,3,19,48,16,3,Thursday,Outono
2024-10-30 19:48:16.959760,Imbiribeira,Latrocínio,Arrombamento,Explosivos,0,3,Masculino,68,Delegacia Torre,2024,10,30,19,48,16,2,Wednesday,Primavera
2023-04-06 19:48:16.959762,Espinheiro,Roubo,Emboscada,Explosivos,0,4,Masculino,60,Delegacia Pina,2023,4,6,19,48,16,3,Thursday,Outono
2022-09-02 19:48:16.959764,Tamarineira,Ameaça,Invasão Residencial,Faca,4,2,Não Informado,64,Delegacia Boa Viagem,2022,9,2,19,48,16,4,Friday,Primavera
2023-02-20 19:48:16.959766,Santo Amaro,Ameaça,Uso de Arma de Fogo,Faca,3,1,Feminino,52,Delegacia Pina,2023,2,20,19,48,16,0,Monday,Verão
2024-11-25 19:48:16.959768,Casa Forte,Estupro,Estupro Coletivo,Faca,4,0,Não Informado,31,Delegacia Casa Forte,2024,11,25,19,48,16,0,Monday,Primavera
2024-04-14 19:48:16.959769,Graças,Tráfico de Drogas,Fraude Online,Faca,0,3,Masculino,45,Delegacia Boa Viagem,2024,4,14,19,48,16,6,Sunday,Outono
2024-10-05 19:48:16.959771,Graças,Latrocínio,Estelionato Bancário,Faca,4,4,Não Informado,38,Delegacia Boa Viagem,2024,10,5,19,48,16,5,Saturday,Primavera
2022-12-10 19:48:16.959773,Boa Viagem,Violência Doméstica,Invasão Residencial,Arma de Fogo,3,2,Feminino,18,Delegacia Torre,2022,12,10,19,48,16,5,Saturday,Verão
2023-01-25 19:48:16.959775,Tamarineira,Tráfico de Drogas,Uso de Arma de Fogo,Arma de Fogo,3,0,Não Informado,40,Delegacia Boa Viagem,2023,1,25,19,48,16,2,Wednesday,Verão
2023-10-07 19:48:16.959777,Afogados,Roubo,Fraude Online,Objeto Contundente,0,4,Feminino,50,Delegacia Pina,2023,10,7,19,48,16,5,Saturday,Primavera
2023-03-06 19:48:16.959779,Torre,Roubo,Crime Cibernético,Nenhum,4,0,Feminino,18,Delegacia Afogados,2023,3,6,19,48,16,0,Monday,Outono
2024-08-19 19:48:16.959780,Casa Forte,Furto,Fraude Online,Objeto Contundente,2,4,Masculino,41,Delegacia Casa Forte,2024,8,19,19,48,16,0,Monday,Inverno
2023-10-05 19:48:16.959782,Afogados,Estelionato,Arrombamento,Objeto Contundente,2,4,Masculino,26,Delegacia Pina,2023,10,5,19,48,16,3,Thursday,Primavera
2024-10-03 19:48:16.959784,Santo Amaro,Latrocínio,Fraude Online,Nenhum,1,1,Feminino,25,Delegacia Torre,2024,10,3,19,48,16,3,Thursday,Primavera
2024-01-13 19:48:16.959786,Casa Forte,Latrocínio,Arrombamento,Explosivos,1,4,Feminino,59,Delegacia Santo Amaro,2024,1,13,19,48,16,5,Saturday,Verão
2023-04-13 19:48:16.959788,Torre,Tráfico de Drogas,Uso de Arma de Fogo,Objeto Contundente,4,1,Feminino,66,Delegacia Santo Amaro,2023,4,13,19,48,16,3,Thursday,Outono
2025-05-25 19:48:16.959789,Afogados,Ameaça,Assalto a Mão Armada,Explosivos,4,4,Não Informado,66,Delegacia Afogados,2025,5,25,19,48,16,6,Sunday,Outono
2024-03-23 19:48:16.959791,Imbiribeira,Estupro,Estupro Coletivo,Objeto Contundente,0,1,Masculino,55,Delegacia Pina,2024,3,23,19,48,16,5,Saturday,Outono
2023-06-26 19:48:16.959793,Pina,Roubo,Emboscada,Arma de Fogo,0,1,Feminino,38,Delegacia Santo Amaro,2023,6,26,19,48,16,0,Monday,Inverno
2025-08-14 19:48:16.959795,Torre,Sequestro,Crime Cibernético,Faca,2,0,Não Informado,23,Delegacia Casa Forte,2025,8,14,19,48,16,3,Thursday,Inverno
2023-05-01 19:48:16.959797,Torre,Ameaça,Invasão Residencial,Nenhum,0,4,Feminino,63,Delegacia Pina,2023,5,1,19,48,16,0,Monday,Outono
2023-11-11 19:48:16.959799,Graças,Ameaça,Fraude Online,Faca,2,1,Masculino,44,Delegacia Boa Viagem,2023,11,11,19,48,16,5,Saturday,Primavera
2023-11-01 19:48:16.959800,Pina,Roubo,Golpe Telefônico,Arma de Fogo,1,2,Não Informado,29,Delegacia Casa Forte,2023,11,1,19,48,16,2,Wednesday,Primavera
2023-11-17 19:48:16.959802,Espinheiro,Furto,Estupro Coletivo,Arma de Fogo,1,3,Não Informado,40,Delegacia Boa Viagem,2023,11,17,19,48,16,4,Friday,Primavera
2024-02-22 19:48:16.959804,Torre,Ameaça,Invasão Residencial,Objeto Contundente,0,4,Masculino,57,Delegacia Casa Forte,2024,2,22,19,48,16,3,Thursday,Verão
2023-04-09 19:48:16.959806,Espinheiro,Sequestro,Golpe Telefônico,Objeto Contundente,1,4,Feminino,36,Delegacia Santo Amaro,2023,4,9,19,48,16,6,Sunday,Outono
2024-02-19 19:48:16.959808,Pina,Tráfico de Drogas,Estupro Coletivo,Explosivos,3,2,Masculino,41,Delegacia Torre,2024,2,19,19,48,16,0,Monday,Verão
2023-10-21 19:48:16.959810,Afogados,Furto,Uso de Arma de Fogo,Objeto Contundente,2,0,Não Informado,29,Delegacia Boa Viagem,2023,10,21,19,48,16,5,Saturday,Primavera
2023-04-26 19:48:16.959812,Santo Amaro,Estupro,Uso de Arma de Fogo,Explosivos,0,1,Não Informado,62,Delegacia Torre,2023,4,26,19,48,16,2,Wednesday,Outono
2023-01-06 19:48:16.959814,Boa Viagem,Tráfico de Drogas,Estupro Coletivo,Objeto Contundente,0,2,Não Informado,26,Delegacia Afogados,2023,1,6,19,48,16,4,Friday,Verão
2024-11-30 19:48:16.959816,Tamarineira,Latrocínio,Emboscada,Arma de Fogo,2,0,Feminino,45,Delegacia Santo Amaro,2024,11,30,19,48,16,5,Saturday,Primavera
2025-03-16 19:48:16.959817,Espinheiro,Tráfico de Drogas,Invasão Residencial,Nenhum,2,2,Feminino,31,Delegacia Boa Viagem,2025,3,16,19,48,16,6,Sunday,Outono
2025-06-09 19:48:16.959819,Pina,Estelionato,Crime Cibernético,Faca,3,4,Feminino,46,Delegacia Afogados,2025,6,9,19,48,16,0,Monday,Inverno
2024-04-17 19:48:16.959821,Torre,Violência Doméstica,Arrombamento,Objeto Contundente,4,4,Não Informado,22,Delegacia Afogados,2024,4,17,19,48,16,2,Wednesday,Outono
2024-10-20 19:48:16.959823,Boa Viagem,Ameaça,Assalto a Mão Armada,Arma de Fogo,0,2,Masculino,14,Delegacia Afogados,2024,10,20,19,48,16,6,Sunday,Primavera
2022-12-06 19:48:16.959824,Tamarineira,Tráfico de Drogas,Crime Cibernético,Objeto Contundente,0,0,Feminino,47,Delegacia Pina,2022,12,6,19,48,16,1,Tuesday,Verão
2024-02-21 19:48:16.959826,Boa Viagem,Estupro,Assalto a Mão Armada,Arma de Fogo,4,2,Masculino,33,Delegacia Boa Viagem,2024,2,21,19,48,16,2,Wednesday,Verão
2024-02-12 19:48:16.959828,Boa Viagem,Latrocínio,Invasão Residencial,Nenhum,3,0,Feminino,34,Delegacia Santo Amaro,2024,2,12,19,48,16,0,Monday,Verão
2024-03-26 19:48:16.959830,Pina,Latrocínio,Emboscada,Explosivos,1,3,Masculino,28,Delegacia Santo Amaro,2024,3,26,19,48,16,1,Tuesday,Outono
2023-06-29 19:48:16.959831,Boa Viagem,Roubo,Fraude Online,Objeto Contundente,3,1,Feminino,51,Delegacia Boa Viagem,2023,6,29,19,48,16,3,Thursday,Inverno
2024-11-02 19:48:16.959833,Torre,Estupro,Uso de Arma de Fogo,Nenhum,4,0,Feminino,34,Delegacia Pina,2024,11,2,19,48,16,5,Saturday,Primavera
2024-10-15 19:48:16.959835,Espinheiro,Roubo,Assalto a Mão Armada,Arma de Fogo,3,3,Masculino,38,Delegacia Afogados,2024,10,15,19,48,16,1,Tuesday,Primavera
2024-12-15 19:48:16.959837,Torre,Sequestro,Arrombamento,Nenhum,2,0,Masculino,57,Delegacia Afogados,2024,12,15,19,48,16,6,Sunday,Verão
2024-06-06 19:48:16.959839,Santo Amaro,Violência Doméstica,Invasão Residencial,Explosivos,0,0,Feminino,19,Delegacia Afogados,2024,6,6,19,48,16,3,Thursday,Inverno
2025-07-06 19:48:16.959840,Imbiribeira,Homicídio,Golpe Telefônico,Explosivos,4,0,Masculino,56,Delegacia Casa Forte,2025,7,6,19,48,16,6,Sunday,Inverno
2024-08-22 19:48:16.959842,Afogados,Violência Doméstica,Crime Cibernético,Explosivos,2,3,Feminino,49,Delegacia Santo Amaro,2024,8,22,19,48,16,3,Thursday,Inverno
2024-06-12 19:48:16.959844,Imbiribeira,Sequestro,Estelionato Bancário,Explosivos,1,4,Masculino,46,Delegacia Boa Viagem,2024,6,12,19,48,16,2,Wednesday,Inverno
2023-11-26 19:48:16.959846,Pina,Latrocínio,Uso de Arma de Fogo,Objeto Contundente,3,3,Não Informado,58,Delegacia Afogados,2023,11,26,19,48,16,6,Sunday,Primavera
2024-01-16 19:48:16.959848,Pina,Furto,Arrombamento,Arma de Fogo,1,4,Feminino,67,Delegacia Afogados,2024,1,16,19,48,16,1,Tuesday,Verão
2025-03-25 19:48:16.959849,Espinheiro,Homicídio,Golpe Telefônico,Faca,0,1,Não Informado,51,Delegacia Boa Viagem,2025,3,25,19,48,16,1,Tuesday,Outono
2024-01-18 19:48:16.959851,Santo Amaro,Furto,Assalto a Mão Armada,Arma de Fogo,4,0,Masculino,35,Delegacia Pina,2024,1,18,19,48,16,3,Thursday,Verão
2024-04-11 19:48:16.959853,Afogados,Homicídio,Invasão Residencial,Objeto Contundente,1,1,Feminino,55,Delegacia Boa Viagem,2024,4,11,19,48,16,3,Thursday,Outono
2024-03-13 19:48:16.959855,Pina,Violência Doméstica,Fraude Online,Faca,4,1,Masculino,28,Delegacia Torre,2024,3,13,19,48,16,2,Wednesday,Outono
2023-01-05 19:48:16.959857,Boa Viagem,Sequestro,Invasão Residencial,Explosivos,4,3,Feminino,48,Delegacia Afogados,2023,1,5,19,48,16,3,Thursday,Verão
2025-08-26 19:48:16.959859,Tamarineira,Roubo,Assalto a Mão Armada,Faca,1,0,Masculino,15,Delegacia Afogados,2025,8,26,19,48,16,1,Tuesday,Inverno
2025-02-12 19:48:16.959861,Afogados,Ameaça,Emboscada,Explosivos,4,2,Masculino,52,Delegacia Afogados,2025,2,12,19,48,16,2,Wednesday,Verão
2024-07-26 19:48:16.959862,Boa Viagem,Ameaça,Arrombamento,Arma de Fogo,4,1,Não Informado,34,Delegacia Pina,2024,7,26,19,48,16,4,Friday,Inverno
2022-11-21 19:48:16.959864,Pina,Estelionato,Assalto a Mão Armada,Nenhum,4,4,Não Informado,46,Delegacia Pina,2022,11,21,19,48,16,0,Monday,Primavera
2023-06-28 19:48:16.959866,Afogados,Tráfico de Drogas,Golpe Telefônico,Faca,0,1,Masculino,63,Delegacia Boa Viagem,2023,6,28,19,48,16,2,Wednesday,Inverno
2025-06-19 19:48:16.959868,Imbiribeira,Estupro,Crime Cibernético,Faca,4,2,Não Informado,17,Delegacia Torre,2025,6,19,19,48,16,3,Thursday,Inverno
2024-04-17 19:48:16.959870,Espinheiro,Estelionato,Arrombamento,Nenhum,3,1,Masculino,30,Delegacia Casa Forte,2024,4,17,19,48,16,2,Wednesday,Outono
2022-11-16 19:48:16.959872,Pina,Tráfico de Drogas,Invasão Residencial,Arma de Fogo,3,0,Não Informado,67,Delegacia Pina,2022,11,16,19,48,16,2,Wednesday,Primavera
2023-11-29 19:48:16.959873,Graças,Estelionato,Golpe Telefônico,Faca,4,3,Masculino,29,Delegacia Boa Viagem,2023,11,29,19,48,16,2,Wednesday,Primavera
2023-11-17 19:48:16.959875,Boa Viagem,Estelionato,Assalto a Mão Armada,Explosivos,3,0,Masculino,32,Delegacia Torre,2023,11,17,19,48,16,4,Friday,Primavera
2023-12-16 19:48:16.959877,Tamarineira,Tráfico de Drogas,Assalto a Mão Armada,Explosivos,4,3,Não Informado,24,Delegacia Torre,2023,12,16,19,48,16,5,Saturday,Verão
2024-04-24 19:48:16.959879,Imbiribeira,Tráfico de Drogas,Golpe Telefônico,Arma de Fogo,1,3,Feminino,65,Delegacia Afogados,2024,4,24,19,48,16,2,Wednesday,Outono
2023-09-02 19:48:16.959881,Afogados,Violência Doméstica,Assalto a Mão Armada,Faca,2,2,Feminino,34,Delegacia Pina,2023,9,2,19,48,16,5,Saturday,Primavera
2022-09-23 19:48:16.959882,Afogados,Homicídio,Assalto a Mão Armada,Arma de Fogo,1,2,Não Informado,41,Delegacia Pina,2022,9,23,19,48,16,4,Friday,Primavera
2023-04-28 19:48:16.959884,Santo Amaro,Latrocínio,Assalto a Mão Armada,Nenhum,0,2,Feminino,32,Delegacia Casa Forte,2023,4,28,19,48,16,4,Friday,Outono
2024-06-12 19:48:16.959886,Casa Forte,Estelionato,Invasão Residencial,Nenhum,2,1,Não Informado,27,Delegacia Casa Forte,2024,6,12,19,48,16,2,Wednesday,Inverno
2023-08-20 19:48:16.959888,Pina,Furto,Fraude Online,Nenhum,2,1,Masculino,40,Delegacia Torre,2023,8,20,19,48,16,6,Sunday,Inverno
2025-06-24 19:48:16.959889,Torre,Ameaça,Uso de Arma de Fogo,Objeto Contundente,1,0,Não Informado,59,Delegacia Boa Viagem,2025,6,24,19,48,16,1,Tuesday,Inverno
2025-07-10 19:48:16.959891,Casa Forte,Homicídio,Crime Cibernético,Objeto Contundente,1,3,Não Informado,51,Delegacia Casa Forte,2025,7,10,19,48,16,3,Thursday,Inverno
2024-01-31 19:48:16.959893,Tamarineira,Tráfico de Drogas,Arrombamento,Explosivos,1,2,Não Informado,40,Delegacia Boa Viagem,2024,1,31,19,48,16,2,Wednesday,Verão
2025-03-15 19:48:16.959895,Imbiribeira,Ameaça,Assalto a Mão Armada,Objeto Contundente,0,2,Não Informado,19,Delegacia Afogados,2025,3,15,19,48,16,5,Saturday,Outono
2022-10-15 19:48:16.959897,Boa Viagem,Furto,Assalto a Mão Armada,Arma de Fogo,4,1,Masculino,69,Delegacia Casa Forte,2022,10,15,19,48,16,5,Saturday,Primavera
2025-01-18 19:48:16.959899,Torre,Homicídio,Estupro Coletivo,Nenhum,0,1,Masculino,40,Delegacia Casa Forte,2025,1,18,19,48,16,5,Saturday,Verão
2025-02-06 19:48:16.959900,Boa Viagem,Tráfico de Drogas,Assalto a Mão Armada,Nenhum,3,3,Masculino,16,Delegacia Boa Viagem,2025,2,6,19,48,16,3,Thursday,Verão
2022-11-27 19:48:16.959903,Santo Amaro,Latrocínio,Crime Cibernético,Faca,0,0,Feminino,21,Delegacia Santo Amaro,2022,11,27,19,48,16,6,Sunday,Primavera
2022-09-02 19:48:16.959905,Graças,Roubo,Uso de Arma de Fogo,Nenhum,1,1,Masculino,35,Delegacia Santo Amaro,2022,9,2,19,48,16,4,Friday,Primavera
2025-02-01 19:48:16.959907,Torre,Ameaça,Crime Cibernético,Nenhum,3,2,Feminino,49,Delegacia Casa Forte,2025,2,1,19,48,16,5,Saturday,Verão
2025-01-05 19:48:16.959908,Pina,Ameaça,Crime Cibernético,Faca,4,0,Masculino,37,Delegacia Casa Forte,2025,1,5,19,48,16,6,Sunday,Verão
2024-02-23 19:48:16.959910,Tamarineira,Tráfico de Drogas,Golpe Telefônico,Objeto Contundente,4,3,Não Informado,39,Delegacia Torre,2024,2,23,19,48,16,4,Friday,Verão
2024-01-08 19:48:16.959912,Imbiribeira,Violência Doméstica,Golpe Telefônico,Faca,2,0,Não Informado,54,Delegacia Boa Viagem,2024,1,8,19,48,16,0,Monday,Verão
2025-03-12 19:48:16.959914,Espinheiro,Sequestro,Golpe Telefônico,Nenhum,4,0,Feminino,64,Delegacia Pina,2025,3,12,19,48,16,2,Wednesday,Outono
2023-09-22 19:48:16.959916,Tamarineira,Estupro,Estupro Coletivo,Objeto Contundente,0,3,Masculino,26,Delegacia Boa Viagem,2023,9,22,19,48,16,4,Friday,Primavera
2023-05-02 19:48:16.959917,Torre,Homicídio,Estelionato Bancário,Nenhum,2,4,Não Informado,67,Delegacia Pina,2023,5,2,19,48,16,1,Tuesday,Outono
2024-08-20 19:48:16.959919,Pina,Latrocínio,Golpe Telefônico,Arma de Fogo,0,4,Não Informado,29,Delegacia Boa Viagem,2024,8,20,19,48,16,1,Tuesday,Inverno
2025-08-15 19:48:16.959921,Torre,Roubo,Estupro Coletivo,Nenhum,4,2,Masculino,37,Delegacia Pina,2025,8,15,19,48,16,4,Friday,Inverno
2024-04-04 19:48:16.959922,Pina,Estupro,Estelionato Bancário,Objeto Contundente,4,4,Não Informado,30,Delegacia Afogados,2024,4,4,19,48,16,3,Thursday,Outono
2025-08-20 19:48:16.959924,Torre,Estupro,Emboscada,Explosivos,3,1,Não Informado,26,Delegacia Afogados,2025,8,20,19,48,16,2,Wednesday,Inverno
2024-01-18 19:48:16.959926,Torre,Violência Doméstica,Estelionato Bancário,Nenhum,2,1,Feminino,66,Delegacia Santo Amaro,2024,1,18,19,48,16,3,Thursday,Verão
2025-05-20 19:48:16.959928,Graças,Furto,Fraude Online,Nenhum,4,1,Não Informado,68,Delegacia Afogados,2025,5,20,19,48,16,1,Tuesday,Outono
2023-01-12 19:48:16.959930,Afogados,Roubo,Golpe Telefônico,Faca,4,0,Feminino,48,Delegacia Pina,2023,1,12,19,48,16,3,Thursday,Verão
2022-10-24 19:48:16.959931,Pina,Latrocínio,Golpe Telefônico,Objeto Contundente,3,0,Não Informado,54,Delegacia Afogados,2022,10,24,19,48,16,0,Monday,Primavera
2025-04-24 19:48:16.959933,Graças,Violência Doméstica,Fraude Online,Objeto Contundente,3,1,Masculino,41,Delegacia Santo Amaro,2025,4,24,19,48,16,3,Thursday,Outono
2023-07-28 19:48:16.959939,Boa Viagem,Estupro,Fraude Online,Explosivos,1,3,Não Informado,31,Delegacia Pina,2023,7,28,19,48,16,4,Friday,Inverno
2023-06-05 19:48:16.959941,Torre,Latrocínio,Arrombamento,Explosivos,2,2,Não Informado,45,Delegacia Afogados,2023,6,5,19,48,16,0,Monday,Inverno
2023-03-03 19:48:16.959944,Graças,Latrocínio,Fraude Online,Arma de Fogo,4,4,Não Informado,40,Delegacia Pina,2023,3,3,19,48,16,4,Friday,Outono
2023-09-03 19:48:16.959947,Tamarineira,Homicídio,Assalto a Mão Armada,Nenhum,2,3,Feminino,35,Delegacia Boa Viagem,2023,9,3,19,48,16,6,Sunday,Primavera
2024-11-15 19:48:16.959951,Graças,Homicídio,Emboscada,Objeto Contundente,0,1,Feminino,60,Delegacia Boa Viagem,2024,11,15,19,48,16,4,Friday,Primavera
2025-07-23 19:48:16.959961,Tamarineira,Latrocínio,Assalto a Mão Armada,Explosivos,4,4,Feminino,55,Delegacia Boa Viagem,2025,7,23,19,48,16,2,Wednesday,Inverno
2025-03-02 19:48:16.959968,Graças,Estelionato,Estupro Coletivo,Explosivos,4,1,Masculino,55,Delegacia Casa Forte,2025,3,2,19,48,16,6,Sunday,Outono
2024-02-06 19:48:16.959971,Afogados,Estupro,Fraude Online,Faca,1,0,Feminino,23,Delegacia Torre,2024,2,6,19,48,16,1,Tuesday,Verão
2024-12-02 19:48:16.959975,Casa Forte,Roubo,Uso de Arma de Fogo,Nenhum,3,1,Feminino,26,Delegacia Boa Viagem,2024,12,2,19,48,16,0,Monday,Verão
2024-06-05 19:48:16.959977,Afogados,Estupro,Estupro Coletivo,Nenhum,0,4,Não Informado,25,Delegacia Afogados,2024,6,5,19,48,16,2,Wednesday,Inverno
2023-10-27 19:48:16.959981,Graças,Sequestro,Crime Cibernético,Faca,0,3,Não Informado,40,Delegacia Pina,2023,10,27,19,48,16,4,Friday,Primavera
2024-04-25 19:48:16.959984,Boa Viagem,Tráfico de Drogas,Golpe Telefônico,Explosivos,3,4,Feminino,34,Delegacia Casa Forte,2024,4,25,19,48,16,3,Thursday,Outono
2024-08-20 19:48:16.959987,Tamarineira,Homicídio,Uso de Arma de Fogo,Faca,4,1,Masculino,23,Delegacia Torre,2024,8,20,19,48,16,1,Tuesday,Inverno
